No(idではない),food_name,nutrient_name,content
918,メディファスアドバンス　グレインフリー　1歳から　フィッシュ味,粗繊維,7.5
919,メディファスアドバンス　グレインフリー　1歳から　フィッシュ味,灰分,12
920,メディファスアドバンス　グレインフリー　1歳から　フィッシュ味,水分,10
921,メディファスアドバンス　食物アレルゲンケア　1歳から,タンパク質,28.5
922,メディファスアドバンス　食物アレルゲンケア　1歳から,脂質,17.5
923,メディファスアドバンス　食物アレルゲンケア　1歳から,粗繊維,8.5
924,メディファスアドバンス　食物アレルゲンケア　1歳から,灰分,9.5
925,メディファスアドバンス　食物アレルゲンケア　1歳から,水分,10
926,メディファスアドバンス　腎臓の健康維持　7歳頃から,タンパク質,24.5
927,メディファスアドバンス　腎臓の健康維持　7歳頃から,脂質,17.5
928,メディファスアドバンス　腎臓の健康維持　7歳頃から,粗繊維,5.5
929,メディファスアドバンス　腎臓の健康維持　7歳頃から,灰分,8
930,メディファスアドバンス　腎臓の健康維持　7歳頃から,水分,10
931,メディファス　子ねこ　12か月まで　チキン味,タンパク質,32.5
932,メディファス　子ねこ　12か月まで　チキン味,脂質,12
933,メディファス　子ねこ　12か月まで　チキン味,粗繊維,4
934,メディファス　子ねこ　12か月まで　チキン味,灰分,9
935,メディファス　子ねこ　12か月まで　チキン味,水分,10
936,メディファス　1歳から　チキン味,タンパク質,30
937,メディファス　1歳から　チキン味,脂質,12
938,メディファス　1歳から　チキン味,粗繊維,4
939,メディファス　1歳から　チキン味,灰分,9
940,メディファス　1歳から　チキン味,水分,10
941,メディファス　1歳から　フィッシュ味,タンパク質,30
942,メディファス　1歳から　フィッシュ味,脂質,11.5
943,メディファス　1歳から　フィッシュ味,粗繊維,4
944,メディファス　1歳から　フィッシュ味,灰分,9.5
945,メディファス　1歳から　フィッシュ味,水分,10
946,メディファス　7歳から　チキン味,タンパク質,29.5
947,メディファス　7歳から　チキン味,脂質,11
948,メディファス　7歳から　チキン味,粗繊維,5
949,メディファス　7歳から　チキン味,灰分,8.5
950,メディファス　7歳から　チキン味,水分,10
951,メディファス　7歳から　フィッシュ味,タンパク質,29.5
952,メディファス　7歳から　フィッシュ味,脂質,11
953,メディファス　7歳から　フィッシュ味,粗繊維,5
954,メディファス　7歳から　フィッシュ味,灰分,8.5
955,メディファス　7歳から　フィッシュ味,水分,10
956,メディファス　11歳から　チキン味,タンパク質,28.5
957,メディファス　11歳から　チキン味,脂質,14.5
958,メディファス　11歳から　チキン味,粗繊維,5
959,メディファス　11歳から　チキン味,灰分,7.5
960,メディファス　11歳から　チキン味,水分,10
961,メディファス　室内猫　毛玉ケアプラス　1歳から　チキン＆フィッシュ味,タンパク質,30
962,メディファス　室内猫　毛玉ケアプラス　1歳から　チキン＆フィッシュ味,脂質,11
963,メディファス　室内猫　毛玉ケアプラス　1歳から　チキン＆フィッシュ味,粗繊維,8
964,メディファス　室内猫　毛玉ケアプラス　1歳から　チキン＆フィッシュ味,灰分,9
965,メディファス　室内猫　毛玉ケアプラス　1歳から　チキン＆フィッシュ味,水分,10
966,メディファス　室内猫　毛玉ケアプラス　7歳から　チキン＆フィッシュ味,タンパク質,29.5
967,メディファス　室内猫　毛玉ケアプラス　7歳から　チキン＆フィッシュ味,脂質,10
968,メディファス　室内猫　毛玉ケアプラス　7歳から　チキン＆フィッシュ味,粗繊維,8
969,メディファス　室内猫　毛玉ケアプラス　7歳から　チキン＆フィッシュ味,灰分,8.5
970,メディファス　室内猫　毛玉ケアプラス　7歳から　チキン＆フィッシュ味,水分,10
971,メディファス　室内猫　毛玉ケアプラス　11歳から　チキン＆フィッシュ味,タンパク質,28
972,メディファス　室内猫　毛玉ケアプラス　11歳から　チキン＆フィッシュ味,脂質,12
973,メディファス　室内猫　毛玉ケアプラス　11歳から　チキン＆フィッシュ味,粗繊維,7
974,メディファス　室内猫　毛玉ケアプラス　11歳から　チキン＆フィッシュ味,灰分,7
975,メディファス　室内猫　毛玉ケアプラス　11歳から　チキン＆フィッシュ味,水分,10
976,メディファス　満腹感ダイエット　1歳から　チキン＆フィッシュ味,タンパク質,29.5
977,メディファス　満腹感ダイエット　1歳から　チキン＆フィッシュ味,脂質,8
978,メディファス　満腹感ダイエット　1歳から　チキン＆フィッシュ味,粗繊維,7
979,メディファス　満腹感ダイエット　1歳から　チキン＆フィッシュ味,灰分,9
980,メディファス　満腹感ダイエット　1歳から　チキン＆フィッシュ味,水分,10
981,メディファス　避妊・去勢後のケア　子ねこから10歳まで　チキン＆フィッシュ味,タンパク質,32.5
982,メディファス　避妊・去勢後のケア　子ねこから10歳まで　チキン＆フィッシュ味,脂質,8.5
983,メディファス　避妊・去勢後のケア　子ねこから10歳まで　チキン＆フィッシュ味,粗繊維,6.5
984,メディファス　避妊・去勢後のケア　子ねこから10歳まで　チキン＆フィッシュ味,灰分,10
985,メディファス　避妊・去勢後のケア　子ねこから10歳まで　チキン＆フィッシュ味,水分,10
986,ＪＰスタイル　和の究み　セレクトヘルスケア　下部尿路低カルシウム,タンパク質,30
987,ＪＰスタイル　和の究み　セレクトヘルスケア　下部尿路低カルシウム,脂質,9
988,ＪＰスタイル　和の究み　セレクトヘルスケア　下部尿路低カルシウム,粗繊維,5
989,ＪＰスタイル　和の究み　セレクトヘルスケア　下部尿路低カルシウム,灰分,9
990,ＪＰスタイル　和の究み　セレクトヘルスケア　下部尿路低カルシウム,水分,10
991,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　かつお味,タンパク質,27
992,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　かつお味,脂質,14
993,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　かつお味,粗繊維,5
994,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　かつお味,灰分,9
995,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　かつお味,水分,10
996,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　チキン味,タンパク質,27
997,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　チキン味,脂質,14
998,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　チキン味,粗繊維,5
999,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　チキン味,灰分,9
1000,ＪＰスタイル　和の究み　セレクトヘルスケア　腎臓ガード　チキン味,水分,10
